Quratulain Balouch - Woh Humsafar - Woh Humsafar
Naya Pakistan - Suno Chanda
"Rahat Fateh Ali Khan - Tum Kon Piya - From ""Tum Kon Piya"""
Sahir Ali Bagga - Kahin Deep Jalay (Original Score)
"Atif Aslam - Jeena Jeena (From ""Badlapur"")"
Kailash Kher - Saiyyan
Rahat Fateh Ali Khan - Rabba
Rahat Fateh Ali Khan - Ishq Hai (Original Score)
Rahat Fateh Ali Khan - Meray Paas Tum Ho
Alka Yagnik - Tip Tip Barsa Paani
Goldie Sohel - Kinne Saalan Baad
Abu Muhammad - Ghar Nari
Shaarib Toshi - Emraan Hashmi Mashup (By DJ Angel)
"Vishal-Shekhar - Desi Girl (From ""Dostana"")"
Sachin-Jigar - Dance Basanti
Anand Raj Anand - Ucha Lamba Kad
Call - Laaree Chootee
Shankar-Ehsaan-Loy - Aankhon Mein Neendein
Jeet Gannguli - Khamoshiyan - Unplugged
"Yasser Desai - Dil Ko Karaar Aaya (From ""Sukoon"")"
"Sonu Nigam - Mannata (From ""Heroes"")"
Sajid-Wajid - Mannat
Sajid-Wajid - Daawat-e-Ishq
"Jasleen Royal - Ranjha (From ""Shershaah"")"
"Tanishk Bagchi - Raataan Lambiyan (From ""Shershaah"")"
Sonu Nigam - Chori Kiya Re Jiya
Shankar Mahadevan - Uff Teri Adaa
Ashish Khandal - Bade Acche Lagte Hai - Unplugged
Amit Kumar - Bade Achhe Lagte Hain
Otnicka - Where Are You
Shuja Haider - Sunehri Titliyan
Roop Kumar Rathod - Maula Mere Maula
"Sohail Sen - Aashiq Tera (From ""Happy Bhag Jayegi"")"
Sona Mohapatra - Ambarsariya
Mustafa Zahid - Tera Mera Rishta
Amrinder Gill - Asi Gabru Punjabi
King - Tu Aake Dekhle
"Ajay-Atul - Sapna Jahan (From ""Brothers"")"
Pritam - Malang
"Amrinder Gill - Akhar (From ""Lahoriye"" Soundtrack)"
Udit Narayan - Sajan Tumse Pyar
"Prabh Gill - Tu Milea - From ""Kaka Ji"""
Abida Parveen - Chaap Tilak
Raaban - Bad Boy (feat. Luana Kiara)
DJ Kawal - Sajni - Remix
King - ERA
Sachet Tandon - Barbaadiyan
A.R. Rahman - Param Sundari
Shraddha Pandit - Bipasha
Duncan Laurence - Arcade
"Bilal Khan - Khamoshi - From ""Khamoshi """
Farhan Zameer - Laapata (Original Soundtrack)
Jaani - Apsraa
Monty Sharma - Masha-Allah
Agha Ali - Duhaiyaan - Duet Version
Vishal-Shekhar - Kuch Kam
A.R. Rahman - Nazar Laaye - Reprise
Nusrat Fateh Ali Khan - Kali Kali Zulfon Ke Phande Nah Dalo
Gaurav Chatterji - Phoonk Phoonk
Pritam - In Dino
Pritam - Jhak Maar Ke
Rahat Fateh Ali Khan - Akhiyan
Rahat Fateh Ali Khan - Tere Mast Mast Do Nain - Remix(Remix By Designer Hippies Vs Bombay Bounce)
Aima Baig - Do Bol
Spectra Music - Nagpada Ka Rider
Sachet Tandon - Jug Jug Jeeve
Mustafa Sandal - Ben OlsaydÄ±m
Pritam - Bulleya - Reprise
Kishore Kumar - Ek Ladki Bheegi Bhagi Si - LoFi
Arnik - Jadu Hai Nasha Hai (Lo-Fi Mix)
Vepiratuko - O Khuda (Slowed And Reverb)
Mohit Chauhan - Yun Hi
Lehmber Hussainpuri - Sadi Gali
Puranchand Wadali - Rangrez (Wadali Bros)
Mahalakshmi Iyer - Rola Pe Gaya
Raftaar - Dhup Chik
Arijit Singh - Ishq Mubarak Refix
"Mika Singh - Madamiyan (From ""Tevar"")"
Pritam - Saude Bazi
Nusrat Fateh Ali Khan - Kali Kali Zulfon Ke Phande Na
Neha Kakkar - Bol Kaffara Kya Hoga - Dj Chetas
"Raghav Chaitanya - Ek Tukda Dhoop (From ""Thappad"")"
Dhvani Bhanushali - Mera Yaar
Mamta Sharma - Yaara
Amrinder Gill - Dildarian
Wajhi Farooki - Ruposh (Original Score)
Wajhi Farooki - Humraazi (Original Score)
Mohit Chauhan - Masakali
"Rahat Fateh Ali Khan - Sadqay Tumhare - From ""Sadqay Tumhare"""
Rahat Fateh Ali Khan - Ehd E Wafa
Atif Aslam - Sang-e-Mah - Original Soundtrack
Rahat Fateh Ali Khan - Gumsum Gumsum
Arijit Singh - Rait Zara Si
Raghav - Teri Baaton
Sahir Ali Bagga - Deewar-e-Shab - Original Soundtrack
Madan Mohan - Yeh Hum Aa Gaye Hain Kahaan
Kumar Sanu - Ek Din Aap
Shivam Pathak - Ek Dil Ek Jaan
Babul Supriyo - Hamari Shaadi Mein
Wajid - Humse Pyaar Kar Le Tu
"Rahat Fateh Ali Khan - Allah Jaane (From ""Teri Meri Kahaani"")"
AP Dhillon - Excuses
Various Artists - Non Stop Bollywood Dandiya
Sukhwinder Singh - Kaanchi Re Kaanchi
Asha Bhosle - Kajra Mohabbat Wala
Shafqat Amanat Ali - Dildaara (Stand By Me)
Lakhwinder Wadali - Rabb Manneya
Raman Mahadevan - Bahon Ke Darmiyan - The Unwind Mix
Sanam Marvi - Ye Ju Muhabatun Ki Qasam
Atif Aslam - Tajdar-E-Haram Coke Studio Season 8
"Hadiqa Kiani - Yakeen Ka Safar - From ""Yakeen Ka Safar"""
Shiraz Uppal - Ye Dil Mera
Sajal Aly - Tip Tip Ye Ansu
Shaan - Naam Adaa Likhna
Sonu Nigam - Tere Bin
Amit Trivedi - Iktara - Male Version
Anurati Roy - Dekha Tenu Pehli Pehli Baar/Suraj Hua Maddham
Preet Sandhu - Gutt Ch Paranda
"Ananya Birla - Inaam (From ""Rudra"")"
"Sunidhi Chauhan - Halka Halka (From ""Fanney Khan"")"
Neha Kakkar - Halka Halka (Unplugged)
Satinder Sartaaj - Shagufta Dili
Akhil - Kalla Sohna Nai
Preetinder - Khayaal Rakhya Kar
Yashal Shahid - Mere Humsafar (Original Score) [Female Version]
Amanat Ali - Mere Humsafar (Original Score) [Male Version]
Zain Zohaib - Thagyan
Mustafa Zahid - Tere Binaa
Jonita Gandhi - Aap Ki Nazron Ne Samjha
Benny Dayal - Hum Naa Rahein Hum
Mithoon - Mehboob Ki
Jeffrey Iqbal - Aaj Jaane Ki Zid Na Karo / Perfect
Jeffrey Iqbal - Mere Rashke Qamar & Attention
"Sachin-Jigar - Valam (From ""Made in China"")"
Shreya Ghoshal - Habit
"Amanat Ali - Lagtay Masoom Hain - From ""Tanaa Banaa"""
Daler Mehndi - Lena Dena
Satwant Kaur - Gidda
Sonu Nigam - Dupatta Tera Nau Rang Da
Monu Music India - Ishq Mein Marjawan 2 - Sad Version
Shaan - Dil Leke
Suzanne - Le Le Mazaa Le
Pritam - Meri Ada Bhi
Asim Azhar - Paristan - Original Soundtrack
Asim Azhar - Tere Naal - Aye Musht-E-Khaak (Original Score)
Chaarbis - Ishq Na Ho Jaye
Spice - Go Down Deh (feat. Shaggy and Sean Paul)
Wajhi Farooki - Chaudhry and Sons (Original Score)
"Mithoon - Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)"
Shae Gill - Pasoori
"Shaarib Toshi - Bandeya - From ""Dil Juunglee"""
Armaan Malik - Control
Nawab - Expert Jatt
Khudgharz Official - Mere Paas Tum Ho / Tadap Tadap Ke (Medley)
Rahul Jain - Jab Koi Baat - Recreated Version
Palak Muchhal - Kabhi Yaadon Mein
Dikshant - Aankhon Se Batana
KK - Aafreen
Javed Ali - Deewana Kar Raha Hai
Udit Narayan - Ek Kunwara Phir Gaya Mara
Shaarib Toshi - Emotional Fool
Sameer Paracha - Qurban
Sonu Nigam - Salaam-E-Ishq
Purabi Kakoty Sharma - Ek Pyar Ka Nagma Hai Shor -Violin
Sami Kanwal - Okhay Painde Lambiya Na Rawa Ishq Diyan
Aahil World - Mehbooba - Slowed and Reverb
Yasser Desai - Tera Mera Pyar 2.0 (feat. Josh Sahunta)
Javed-Mohsin - Pal
Sachin-Jigar - Saibo
Tok Yo - Janam Qismat 2
Falak Shabbir - Saajna
Shehnaaz Gill - Tu Yaheen Hai
DVP Music World - Yaara Mujhe Jaldi Mil (Friendship Song)
Samuel - Akanksha - Tum Se
Sukhwinder Singh - Oopar Khuda Aasman Neeche - Male Version
Azaan Sami Khan - Ik Lamha
Pritam - Mere Dholna (Arijit Version)
omer inayat - Waali
Ali Zafar - Jhoom - R&B Mix
Soch - Tera Deewana
Sahir Ali Bagga - Tu Kya Jane
Sohail Sen - Isq Risk
Mustafa Zahid - Dil Kya Karay (Original Score)
Alka Yagnik - Taaron Ko Mohabbat Amber Se
Nouman Khalid - Desi Thumka
Enrique Iglesias - Hero
Shreya Ghoshal - Hamara Haal
A.R. Rahman - Khwaja Mere Khwaja
Azaan Sami Khan - Tere Bin - Hum Kahan Ke Sachay Thy OST
"Pritam - Kesariya (From ""Brahmastra"")"
Azaan Sami Khan - Ibadat ( Ishq-E-Laa)
Rahat Fateh Ali Khan - Tery Bina Jeena
Mehak Ali - Dua-E-Reem
Anand Raj Anand - Love At First Sight (Title Music)
Pritam - Jee Ve Sohaneya
Rahat Fateh Ali Khan - Dil To Bachcha Hai
Benny Dayal - Ek Main Aur Ekk Tu
Lata Mangeshkar - Salame-Ishq Meri Jaan
Kumar Sanu - Dil Kehta Hai
"Kaushik-Guddu - Dil (Shreyaâs Version) [From ""Ek Villain Returns""]"
"Kaushik-Guddu - Dil (From ""Ek Villain Returns"")"
Madhur Sharma - Kali Kali Zulfon Ke (Lo-Fi)
Madhur Sharma - Kali Kali Zulfon Ke
Gaurav - Billo Nachi Mere Naal - LoFi
Rahat Fateh Ali Khan - Aye Khuda
Jubin Nautiyal - Meethi Meethi
Aditya Rikhari - Faasle
Tanveer Evan - Maine Royaan (Lofi Remix)
DJ Niar - Touch It - Remix
Vivek Singh - Jane Woh Kaise Log The
Simran Bhardwaj - Laung Laachi 2 (Title song from the movie 'Laung Laachi 2')
MK Kingdom - Dekha Tenu Pehli Pehli Ber Mohabbat
Amitabh Bhattacharya - Ankahee
Udit Narayan - Koi Mil Gaya
KK - Sach Keh Raha Hai - LoFi Flip
Rahul Jain - Sach Keh Raha Hai
Sanam - O Mere Dil Ke Chain
Pritam - Marjaani
Gulam Jugni - Sajjda
Ezu - Jannat
Jugraj Sandhu - Mere Wala Sardar
Nusrat Fateh Ali Khan - Saadgi To Hamari
Madhur Sharma - Medley: Kehna Galat Galat / Halka Halka Suroor
AKASA - Thug Ranjha
Garry Sandhu - Illegal Weapon
Akcent - Push
"Rochak Kohli - Dil De Diya (From ""Thank God"")"
Mithoon - Fitoor
"CÃ©line Dion - My Heart Will Go On - Love Theme from ""Titanic"""
Rahat Fateh Ali Khan - Laal Ishq
Dhaval K Raval - MS Dhoni Emotional Music
Pritam - Teri Ore
Javed Ali - Gale Lag Ja - Version 1
Shafqat Amanat Ali - Kyun Main Jaagoon
Himesh Reshammiya - Viraaniya
Pritam - It's Rocking
Sickflip - Mehmaan
"Sahir Ali Bagga - Pyar Se Dar Lagta Hai - From ""Anna"""
Alisha Chinai - Pyaar Aaya
Atif Aslam - Rang Jo Lagyo
Ammy Virk - Chann Sitare
Rahat Fateh Ali Khan - Sanson Ki Mala
"Jagjit Singh - Hothon Se Chhu Lo Tum - From ""Prem Geet"""
Vatsala - Ishare Tere Karti Nigah
Dev Negi - Iss Pyar Ko Reprise
Akcent - Kamelia
Satinder Sartaaj - Titli
Ankit Tiwari - Soniye Dil Nayi
Michele Morrone - Feel It
Michele Morrone - Watch Me Burn
EMO - Call My Name
